"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",367,"Son","Heung-Min","Spurs","Midfielder",10.8,2.6,"5.40","4.15"
"2",253,"Salah","Mohamed","Liverpool","Midfielder",11.8,3.2,"2.36","3.69"
"3",302,"Pogba","Paul","Man Utd","Midfielder",9.2,2.8,"4.60","3.29"
"4",122,"Hazard","Eden","Chelsea","Midfielder",8.4,2.6,"4.20","3.23"
"5",484,"Digne","Lucas","Everton","Defender",6.2,2.4,"2.07","2.58"
"6",88,"Etheridge","Neil","Cardiff","Goalkeeper",7.2,2.8,"1.80","2.57"
"7",300,"Lingard","Jesse","Man Utd","Midfielder",7.2,2.8,"3.60","2.57"
"8",116,"Luiz Moreira Marinho","David","Chelsea","Defender",6.6,2.6,"3.30","2.54"
"9",372,"Kane","Harry","Spurs","Forward",6.6,2.6,"3.30","2.54"
"10",305,"Rashford","Marcus","Man Utd","Forward",7,2.8,"3.50","2.50"
"11",465,"Pereira Gomes","Felipe Anderson","West Ham","Midfielder",7.4,3.2,"3.70","2.31"
"12",391,"Pereyra","Roberto","Watford","Midfielder",6.6,3,"2.20","2.20"
"13",364,"Eriksen","Christian","Spurs","Midfielder",5.6,2.6,"2.80","2.15"
"14",72,"Tarkowski","James","Burnley","Defender",5.2,2.6,"2.60","2.00"
"15",257,"Firmino","Roberto","Liverpool","Forward",6.4,3.2,"1.28","2.00"
"16",343,"Redmond","Nathan","Southampton","Midfielder",5.6,2.8,"1.40","2.00"
"17",394,"Deulofeu","Gerard","Watford","Midfielder",6,3,"2.00","2.00"
"18",246,"van Dijk","Virgil","Liverpool","Defender",6.2,3.2,"1.24","1.94"
"19",504,"Camarasa","Víctor","Cardiff","Midfielder",5.4,2.8,"1.35","1.93"
"20",126,"Kanté","N'Golo","Chelsea","Midfielder",5,2.6,"2.50","1.92"
"21",23,"Aubameyang","Pierre-Emerick","Arsenal","Forward",6,3.2,"3.00","1.88"
"22",150,"Milivojevic","Luka","Crystal Palace","Midfielder",5.6,3,"1.87","1.87"
"23",353,"Alderweireld","Toby","Spurs","Defender",4.6,2.6,"2.30","1.77"
"24",172,"Sigurdsson","Gylfi","Everton","Midfielder",4.2,2.4,"1.40","1.75"
"25",393,"de Andrade","Richarlison","Everton","Midfielder",4.2,2.4,"1.40","1.75"
"26",239,"Lovren","Dejan","Liverpool","Defender",5.6,3.2,"1.12","1.75"
"27",462,"Shaqiri","Xherdan","Liverpool","Midfielder",5.4,3.2,"1.08","1.69"
"28",351,"Lloris","Hugo","Spurs","Goalkeeper",4.4,2.6,"2.20","1.69"
"29",276,"Veiga de Carvalho e Silva","Bernardo Mota","Man City","Midfielder",5,3,"1.25","1.67"
"30",390,"Doucouré","Abdoulaye","Watford","Midfielder",5,3,"1.67","1.67"
"31",258,"Ings","Danny","Southampton","Forward",4.6,2.8,"1.15","1.64"
"32",247,"Robertson","Andrew","Liverpool","Defender",5.2,3.2,"1.04","1.62"
"33",365,"Alli","Bamidele","Spurs","Midfielder",4.2,2.6,"2.10","1.62"
"34",42,"Brooks","David","Bournemouth","Midfielder",4.8,3,"1.60","1.60"
"35",91,"Bamba","Sol","Cardiff","Defender",4.4,2.8,"1.10","1.57"
"36",509,"Rico","Sergio","Fulham","Goalkeeper",4.4,2.8,"1.10","1.57"
"37",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",5,3.2,"1.00","1.56"
"38",113,"Azpilicueta","César","Chelsea","Defender",4,2.6,"2.00","1.54"
"39",445,"Foster","Ben","Watford","Goalkeeper",4.6,3,"1.53","1.53"
"40",149,"Townsend","Andros","Crystal Palace","Midfielder",4.4,3,"1.47","1.47"
"41",118,"Rüdiger","Antonio","Chelsea","Defender",3.8,2.6,"1.90","1.46"
"42",358,"Walker-Peters","Kyle","Spurs","Defender",3.8,2.6,"1.90","1.46"
"43",370,"Rodrigues Moura da Silva","Lucas","Spurs","Midfielder",3.8,2.6,"1.90","1.46"
"44",251,"Mané","Sadio","Liverpool","Midfielder",4.6,3.2,"0.92","1.44"
"45",489,"Snodgrass","Robert","West Ham","Midfielder",4.6,3.2,"2.30","1.44"
"46",299,"Herrera","Ander","Man Utd","Midfielder",4,2.8,"2.00","1.43"
"47",175,"Calvert-Lewin","Dominic","Everton","Forward",3.4,2.4,"1.13","1.42"
"48",147,"McArthur","James","Crystal Palace","Midfielder",4.2,3,"1.40","1.40"
"49",191,"Lössl","Jonas","Huddersfield","Goalkeeper",4.2,3,"2.10","1.40"
"50",65,"Locadia","Jürgen","Brighton","Forward",4.4,3.2,"1.47","1.38"
"51",498,"Arrizabalaga","Kepa","Chelsea","Goalkeeper",3.6,2.6,"1.80","1.38"
"52",356,"Davies","Ben","Spurs","Defender",3.6,2.6,"1.80","1.38"
"53",437,"Jiménez","Raúl","Wolves","Forward",4.4,3.2,"2.20","1.38"
"54",92,"Ecuele Manga","Bruno","Cardiff","Defender",3.8,2.8,"0.95","1.36"
"55",85,"Barnes","Ashley","Burnley","Forward",3.4,2.6,"1.70","1.31"
