"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",270,"Sterling","Raheem","Man City","Midfielder",9,3,"3.00","3.00"
"2",301,"Martial","Anthony","Man Utd","Midfielder",8.8,3,"4.40","2.93"
"3",253,"Salah","Mohamed","Liverpool","Midfielder",8.2,3,"2.73","2.73"
"4",275,"Sané","Leroy","Man City","Midfielder",8.2,3,"2.73","2.73"
"5",465,"Pereira Gomes","Felipe Anderson","West Ham","Midfielder",5.6,2.2,"2.80","2.55"
"6",271,"Silva","David","Man City","Midfielder",7.4,3,"2.47","2.47"
"7",48,"Dunk","Lewis","Brighton","Defender",6.2,2.6,"3.10","2.38"
"8",23,"Aubameyang","Pierre-Emerick","Arsenal","Forward",6.4,2.8,"1.60","2.29"
"9",154,"Pickford","Jordan","Everton","Goalkeeper",8.2,3.8,"1.64","2.16"
"10",516,"Fernández","Federico","Newcastle","Defender",5,2.4,"2.50","2.08"
"11",549,"Foyth","Juan","Spurs","Defender",5.66666666666667,2.8,"1.42","2.02"
"12",47,"Ryan","Mathew","Brighton","Goalkeeper",5.2,2.6,"2.60","2.00"
"13",101,"Paterson","Callum","Cardiff","Midfielder",6,3,"2.00","2.00"
"14",280,"Agüero","Sergio","Man City","Forward",6,3,"2.00","2.00"
"15",245,"Alexander-Arnold","Trent","Liverpool","Defender",5.8,3,"1.93","1.93"
"16",247,"Robertson","Andrew","Liverpool","Defender",5.8,3,"1.93","1.93"
"17",251,"Mané","Sadio","Liverpool","Midfielder",5.8,3,"1.93","1.93"
"18",309,"Dubravka","Martin","Newcastle","Goalkeeper",4.6,2.4,"2.30","1.92"
"19",192,"Schindler","Christopher","Huddersfield","Defender",4.8,2.6,"2.40","1.85"
"20",199,"Mooy","Aaron","Huddersfield","Midfielder",4.8,2.6,"2.40","1.85"
"21",223,"Mahrez","Riyad","Man City","Midfielder",5.4,3,"1.80","1.80"
"22",219,"Chilwell","Benjamin","Leicester","Defender",5.2,3,"1.73","1.73"
"23",351,"Lloris","Hugo","Spurs","Goalkeeper",4.8,2.8,"1.20","1.71"
"24",363,"Lamela","Erik","Spurs","Midfielder",4.8,2.8,"1.20","1.71"
"25",115,"Alonso","Marcos","Chelsea","Defender",5.4,3.2,"2.70","1.69"
"26",127,"Barkley","Ross","Chelsea","Midfielder",5.4,3.2,"2.70","1.69"
"27",246,"van Dijk","Virgil","Liverpool","Defender",5,3,"1.67","1.67"
"28",260,"Santana de Moraes","Ederson","Man City","Goalkeeper",5,3,"1.67","1.67"
"29",462,"Shaqiri","Xherdan","Liverpool","Midfielder",4.8,3,"1.60","1.60"
"30",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",4.8,3,"1.60","1.60"
"31",172,"Sigurdsson","Gylfi","Everton","Midfielder",6,3.8,"1.20","1.58"
"32",310,"Yedlin","DeAndre","Newcastle","Defender",3.8,2.4,"1.90","1.58"
"33",372,"Kane","Harry","Spurs","Forward",4.4,2.8,"1.10","1.57"
"34",43,"Wilson","Callum","Bournemouth","Forward",5,3.2,"1.00","1.56"
"35",391,"Pereyra","Roberto","Watford","Midfielder",5,3.2,"1.67","1.56"
"36",417,"Arnautovic","Marko","West Ham","Forward",3.4,2.2,"1.70","1.55"
"37",50,"Saltor Grau","Bruno","Brighton","Defender",4,2.6,"2.00","1.54"
"38",62,"Murray","Glenn","Brighton","Forward",4,2.6,"2.00","1.54"
"39",162,"Keane","Michael","Everton","Defender",5.8,3.8,"1.16","1.53"
"40",393,"de Andrade","Richarlison","Everton","Midfielder",5.8,3.8,"1.16","1.53"
"41",184,"Sessegnon","Ryan","Fulham","Midfielder",4.6,3,"1.15","1.53"
"42",272,"Luiz Rosa","Fernando","Man City","Midfielder",4.6,3,"1.53","1.53"
"43",437,"Jiménez","Raúl","Wolves","Forward",4.6,3,"2.30","1.53"
"44",40,"Fraser","Ryan","Bournemouth","Midfielder",4.8,3.2,"0.96","1.50"
