"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",575,"Babel","Ryan","Fulham","Midfielder",NA,3,"NA","NA"
"2",367,"Son","Heung-Min","Spurs","Midfielder",10.8,2.4,"5.40","4.50"
"3",302,"Pogba","Paul","Man Utd","Midfielder",10.8,2.6,"5.40","4.15"
"4",253,"Salah","Mohamed","Liverpool","Midfielder",9.8,2.8,"4.90","3.50"
"5",372,"Kane","Harry","Spurs","Forward",8.2,2.4,"4.10","3.42"
"6",305,"Rashford","Marcus","Man Utd","Forward",7.6,2.6,"3.80","2.92"
"7",88,"Etheridge","Neil","Cardiff","Goalkeeper",7.4,2.6,"3.70","2.85"
"8",364,"Eriksen","Christian","Spurs","Midfielder",6.2,2.4,"3.10","2.58"
"9",23,"Aubameyang","Pierre-Emerick","Arsenal","Forward",6.8,3,"1.70","2.27"
"10",300,"Lingard","Jesse","Man Utd","Midfielder",5.8,2.6,"2.90","2.23"
"11",484,"Digne","Lucas","Everton","Defender",6.2,2.8,"3.10","2.21"
"12",246,"van Dijk","Virgil","Liverpool","Defender",6.2,2.8,"3.10","2.21"
"13",257,"Firmino","Roberto","Liverpool","Forward",6.2,2.8,"3.10","2.21"
"14",343,"Redmond","Nathan","Southampton","Midfielder",5.2,2.6,"1.73","2.00"
"15",247,"Robertson","Andrew","Liverpool","Defender",5.4,2.8,"2.70","1.93"
"16",282,"De Gea","David","Man Utd","Goalkeeper",5,2.6,"2.50","1.92"
"17",116,"Luiz Moreira Marinho","David","Chelsea","Defender",6,3.2,"1.50","1.88"
"18",276,"Veiga de Carvalho e Silva","Bernardo Mota","Man City","Midfielder",5.6,3,"2.80","1.87"
"19",239,"Lovren","Dejan","Liverpool","Defender",5.2,2.8,"2.60","1.86"
"20",221,"Barbosa Pereira","Ricardo Domingos","Leicester","Defender",6.8,3.8,"2.27","1.79"
"21",504,"Camarasa","Víctor","Cardiff","Midfielder",4.6,2.6,"2.30","1.77"
"22",122,"Hazard","Eden","Chelsea","Midfielder",5.6,3.2,"1.40","1.75"
"23",391,"Pereyra","Roberto","Watford","Midfielder",5.2,3,"2.60","1.73"
"24",396,"Deeney","Troy","Watford","Forward",5.2,3,"2.60","1.73"
"25",172,"Sigurdsson","Gylfi","Everton","Midfielder",4.8,2.8,"2.40","1.71"
"26",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",4.8,2.8,"2.40","1.71"
"27",465,"Pereira Gomes","Felipe Anderson","West Ham","Midfielder",4.8,2.8,"1.60","1.71"
"28",351,"Lloris","Hugo","Spurs","Goalkeeper",4,2.4,"2.00","1.67"
