"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",571,"Barnes","Harvey","Leicester","Midfielder",NA,3.8,"NA","NA"
"2",367,"Son","Heung-Min","Spurs","Midfielder",10.6,2.8,"2.65","3.79"
"3",302,"Pogba","Paul","Man Utd","Midfielder",9.8,2.8,"1.96","3.50"
"4",372,"Kane","Harry","Spurs","Forward",8.8,2.8,"2.20","3.14"
"5",253,"Salah","Mohamed","Liverpool","Midfielder",8,2.6,"2.67","3.08"
"6",364,"Eriksen","Christian","Spurs","Midfielder",7.2,2.8,"1.80","2.57"
"7",300,"Lingard","Jesse","Man Utd","Midfielder",7,2.8,"1.40","2.50"
"8",88,"Etheridge","Neil","Cardiff","Goalkeeper",5.8,2.4,"2.90","2.42"
"9",343,"Redmond","Nathan","Southampton","Midfielder",5.8,2.4,"1.93","2.42"
"10",257,"Firmino","Roberto","Liverpool","Forward",6.2,2.6,"2.07","2.38"
"11",305,"Rashford","Marcus","Man Utd","Forward",6.6,2.8,"1.32","2.36"
"12",122,"Hazard","Eden","Chelsea","Midfielder",7.2,3.2,"3.60","2.25"
"13",150,"Milivojevic","Luka","Crystal Palace","Midfielder",6.6,3,"2.20","2.20"
"14",239,"Lovren","Dejan","Liverpool","Defender",5.6,2.6,"1.87","2.15"
"15",23,"Aubameyang","Pierre-Emerick","Arsenal","Forward",6.8,3.2,"2.27","2.12"
"16",504,"Camarasa","Víctor","Cardiff","Midfielder",5,2.4,"2.50","2.08"
"17",394,"Deulofeu","Gerard","Watford","Midfielder",6.2,3,"3.10","2.07"
"18",246,"van Dijk","Virgil","Liverpool","Defender",5.2,2.6,"1.73","2.00"
"19",258,"Ings","Danny","Southampton","Forward",4.8,2.4,"1.60","2.00"
"20",172,"Sigurdsson","Gylfi","Everton","Midfielder",4.6,2.4,"2.30","1.92"
"21",462,"Shaqiri","Xherdan","Liverpool","Midfielder",5,2.6,"1.67","1.92"
"22",142,"van Aanholt","Patrick","Crystal Palace","Defender",5.6,3,"1.87","1.87"
"23",251,"Mané","Sadio","Liverpool","Midfielder",4.8,2.6,"1.60","1.85"
"24",484,"Digne","Lucas","Everton","Defender",4.4,2.4,"2.20","1.83"
"25",276,"Veiga de Carvalho e Silva","Bernardo Mota","Man City","Midfielder",5.4,3,"1.80","1.80"
"26",391,"Pereyra","Roberto","Watford","Midfielder",5.4,3,"2.70","1.80"
"27",396,"Deeney","Troy","Watford","Forward",5.2,3,"2.60","1.73"
"28",465,"Pereira Gomes","Felipe Anderson","West Ham","Midfielder",5.4,3.2,"1.35","1.69"
"29",275,"Sané","Leroy","Man City","Midfielder",5,3,"1.67","1.67"
"30",353,"Alderweireld","Toby","Spurs","Defender",4.6,2.8,"1.15","1.64"
"31",221,"Barbosa Pereira","Ricardo Domingos","Leicester","Defender",6.2,3.8,"3.10","1.63"
"32",137,"Guaita","Vicente","Crystal Palace","Goalkeeper",4.8,3,"1.60","1.60"
"33",143,"Sakho","Mamadou","Crystal Palace","Defender",4.8,3,"1.60","1.60"
"34",85,"Barnes","Ashley","Burnley","Forward",4.4,2.8,"2.20","1.57"
"35",351,"Lloris","Hugo","Spurs","Goalkeeper",4.4,2.8,"1.10","1.57"
"36",247,"Robertson","Andrew","Liverpool","Defender",4,2.6,"1.33","1.54"
"37",255,"Tavares","Fabio Henrique","Liverpool","Midfielder",4,2.6,"1.33","1.54"
"38",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",4,2.6,"1.33","1.54"
"39",65,"Locadia","Jürgen","Brighton","Forward",4.6,3,"1.15","1.53"
"40",145,"Wan-Bissaka","Aaron","Crystal Palace","Defender",4.6,3,"1.53","1.53"
"41",149,"Townsend","Andros","Crystal Palace","Midfielder",4.6,3,"1.53","1.53"
"42",80,"Westwood","Ashley","Burnley","Midfielder",4.2,2.8,"2.10","1.50"
"43",116,"Luiz Moreira Marinho","David","Chelsea","Defender",4.8,3.2,"2.40","1.50"
"44",175,"Calvert-Lewin","Dominic","Everton","Forward",3.6,2.4,"1.80","1.50"
"45",509,"Rico","Sergio","Fulham","Goalkeeper",4.2,2.8,"2.10","1.50"
