"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",280,"Agüero","Sergio","Man City","Forward",9.4,2.6,"3.13","3.62"
"2",246,"van Dijk","Virgil","Liverpool","Defender",7,2.6,"2.33","2.69"
"3",270,"Sterling","Raheem","Man City","Midfielder",6.6,2.6,"2.20","2.54"
"4",247,"Robertson","Andrew","Liverpool","Defender",6.4,2.6,"2.13","2.46"
"5",251,"Mané","Sadio","Liverpool","Midfielder",6.4,2.6,"2.13","2.46"
"6",18,"Mkhitaryan","Henrikh","Arsenal","Midfielder",6.8,2.8,"1.70","2.43"
"7",151,"Zaha","Wilfried","Crystal Palace","Forward",6.4,3,"3.20","2.13"
"8",437,"Jiménez","Raúl","Wolves","Forward",6.4,3,"1.60","2.13"
"9",260,"Santana de Moraes","Ederson","Man City","Goalkeeper",5.4,2.6,"1.80","2.08"
"10",141,"Schlupp","Jeffrey","Crystal Palace","Defender",6.2,3,"3.10","2.07"
"11",268,"Laporte","Aymeric","Man City","Defender",5.2,2.6,"1.73","2.00"
"12",85,"Barnes","Ashley","Burnley","Forward",6.2,3.2,"1.24","1.94"
"13",22,"Lacazette","Alexandre","Arsenal","Forward",5.4,2.8,"1.35","1.93"
"14",482,"Schär","Fabian","Newcastle","Defender",5.4,2.8,"2.70","1.93"
"15",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",5,2.6,"1.67","1.92"
"16",302,"Pogba","Paul","Man Utd","Midfielder",6,3.2,"1.50","1.88"
"17",351,"Lloris","Hugo","Spurs","Goalkeeper",6,3.2,"3.00","1.88"
"18",264,"Otamendi","Nicolás","Man City","Defender",4.8,2.6,"1.60","1.85"
"19",306,"Lukaku","Romelu","Man Utd","Forward",5.8,3.2,"1.45","1.81"
"20",87,"Wood","Chris","Burnley","Forward",5.6,3.2,"1.12","1.75"
"21",394,"Deulofeu","Gerard","Watford","Midfielder",6.2,3.6,"2.07","1.72"
"22",323,"Hayden","Isaac","Newcastle","Midfielder",4.8,2.8,"2.40","1.71"
"23",49,"Duffy","Shane","Brighton","Defender",4.4,2.6,"2.20","1.69"
"24",150,"Milivojevic","Luka","Crystal Palace","Midfielder",5,3,"2.50","1.67"
"25",406,"Rice","Declan","West Ham","Defender",4.6,2.8,"2.30","1.64"
"26",415,"Antonio","Michail","West Ham","Midfielder",4.6,2.8,"2.30","1.64"
"27",265,"Walker","Kyle","Man City","Defender",4.2,2.6,"1.40","1.62"
"28",282,"De Gea","David","Man Utd","Goalkeeper",5.2,3.2,"1.30","1.62"
"29",3,"Koscielny","Laurent","Arsenal","Defender",4.4,2.8,"1.10","1.57"
"30",113,"Azpilicueta","César","Chelsea","Defender",4,2.6,"2.00","1.54"
"31",122,"Hazard","Eden","Chelsea","Midfielder",4,2.6,"2.00","1.54"
"32",243,"Matip","Joel","Liverpool","Defender",4,2.6,"1.33","1.54"
"33",423,"Boly","Willy","Wolves","Defender",4.6,3,"1.15","1.53"
"34",60,"Pröpper","Davy","Brighton","Midfielder",3.8,2.6,"1.90","1.46"
"35",579,"Higuaín","Gonzalo","Chelsea","Forward",3.8,2.6,"1.90","1.46"
"36",245,"Alexander-Arnold","Trent","Liverpool","Defender",3.8,2.6,"1.27","1.46"
"37",271,"Silva","David","Man City","Midfielder",3.8,2.6,"1.27","1.46"
"38",286,"Shaw","Luke","Man Utd","Defender",4.6,3.2,"1.15","1.44"
"39",367,"Son","Heung-Min","Spurs","Midfielder",4.6,3.2,"2.30","1.44"
