"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",465,"Pereira Gomes","Felipe Anderson","West Ham","Midfielder",7,2.2,"3.50","3.18"
"2",367,"Son","Heung-Min","Spurs","Midfielder",7.2,2.6,"3.60","2.77"
"3",253,"Salah","Mohamed","Liverpool","Midfielder",8.8,3.6,"2.20","2.44"
"4",116,"Luiz Moreira Marinho","David","Chelsea","Defender",6.2,2.6,"2.07","2.38"
"5",23,"Aubameyang","Pierre-Emerick","Arsenal","Forward",6.6,2.8,"3.30","2.36"
"6",275,"Sané","Leroy","Man City","Midfielder",6.6,2.8,"2.20","2.36"
"7",419,"Hernández Balcázar","Javier","West Ham","Forward",5.2,2.2,"2.60","2.36"
"8",372,"Kane","Harry","Spurs","Forward",6,2.6,"3.00","2.31"
"9",489,"Snodgrass","Robert","West Ham","Midfielder",5,2.2,"2.50","2.27"
"10",400,"Fabianski","Lukasz","West Ham","Goalkeeper",4.6,2.2,"2.30","2.09"
"11",365,"Alli","Bamidele","Spurs","Midfielder",5.4,2.6,"2.70","2.08"
"12",270,"Sterling","Raheem","Man City","Midfielder",5.8,2.8,"1.93","2.07"
"13",498,"Arrizabalaga","Kepa","Chelsea","Goalkeeper",5.2,2.6,"1.73","2.00"
"14",246,"van Dijk","Virgil","Liverpool","Defender",7.2,3.6,"1.80","2.00"
"15",247,"Robertson","Andrew","Liverpool","Defender",7.2,3.6,"1.80","2.00"
"16",450,"Torreira","Lucas","Arsenal","Midfielder",5.4,2.8,"2.70","1.93"
"17",113,"Azpilicueta","César","Chelsea","Defender",5,2.6,"1.67","1.92"
"18",199,"Mooy","Aaron","Huddersfield","Midfielder",4.6,2.4,"2.30","1.92"
"19",493,"Rondón","Salomón","Newcastle","Forward",6,3.2,"3.00","1.88"
"20",305,"Rashford","Marcus","Man Utd","Forward",5.2,2.8,"1.04","1.86"
"21",122,"Hazard","Eden","Chelsea","Midfielder",4.8,2.6,"1.60","1.85"
"22",245,"Alexander-Arnold","Trent","Liverpool","Defender",6.6,3.6,"1.65","1.83"
"23",257,"Firmino","Roberto","Liverpool","Forward",6.4,3.6,"1.60","1.78"
"24",480,"Mitrovic","Aleksandar","Fulham","Forward",4.6,2.6,"2.30","1.77"
"25",364,"Eriksen","Christian","Spurs","Midfielder",4.6,2.6,"2.30","1.77"
"26",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",6.2,3.6,"1.55","1.72"
"27",271,"Silva","David","Man City","Midfielder",4.8,2.8,"1.60","1.71"
"28",8,"Kolasinac","Sead","Arsenal","Defender",4.6,2.8,"2.30","1.64"
"29",101,"Paterson","Callum","Cardiff","Midfielder",5.2,3.2,"1.73","1.62"
"30",115,"Alonso","Marcos","Chelsea","Defender",4.2,2.6,"1.40","1.62"
"31",126,"Kanté","N'Golo","Chelsea","Midfielder",4.2,2.6,"1.40","1.62"
"32",351,"Lloris","Hugo","Spurs","Goalkeeper",4.2,2.6,"2.10","1.62"
"33",490,"Hart","Joe","Burnley","Goalkeeper",4.8,3,"1.20","1.60"
"34",147,"McArthur","James","Crystal Palace","Midfielder",5.4,3.4,"1.80","1.59"
"35",484,"Digne","Lucas","Everton","Defender",5.4,3.4,"1.08","1.59"
"36",345,"Armstrong","Stuart","Southampton","Midfielder",5.4,3.4,"1.35","1.59"
"37",223,"Mahrez","Riyad","Man City","Midfielder",4.4,2.8,"1.47","1.57"
"38",276,"Veiga de Carvalho e Silva","Bernardo Mota","Man City","Midfielder",4.4,2.8,"1.47","1.57"
"39",306,"Lukaku","Romelu","Man Utd","Forward",4.4,2.8,"0.88","1.57"
"40",390,"Doucouré","Abdoulaye","Watford","Midfielder",4.4,2.8,"2.20","1.57"
"41",40,"Fraser","Ryan","Bournemouth","Midfielder",4.8,3.2,"1.60","1.50"
"42",198,"Kongolo","Terence","Huddersfield","Defender",3.6,2.4,"1.80","1.50"
"43",274,"Gündogan","Ilkay","Man City","Midfielder",4.2,2.8,"1.40","1.50"
"44",299,"Herrera","Ander","Man Utd","Midfielder",4.2,2.8,"0.84","1.50"
"45",393,"de Andrade","Richarlison","Everton","Midfielder",5,3.4,"1.00","1.47"
"46",432,"Jota","Diogo","Wolves","Midfielder",4.4,3,"1.47","1.47"
"47",437,"Jiménez","Raúl","Wolves","Forward",4.4,3,"1.47","1.47"
"48",118,"Rüdiger","Antonio","Chelsea","Defender",3.8,2.6,"1.27","1.46"
"49",549,"Foyth","Juan","Spurs","Defender",3.8,2.6,"1.90","1.46"
"50",91,"Bamba","Sol","Cardiff","Defender",4.6,3.2,"1.53","1.44"
"51",425,"Doherty","Matt","Wolves","Defender",4.2,3,"1.40","1.40"
"52",43,"Wilson","Callum","Bournemouth","Forward",4.4,3.2,"1.47","1.38"
"53",149,"Townsend","Andros","Crystal Palace","Midfielder",4.6,3.4,"1.53","1.35"
"54",82,"Cork","Jack","Burnley","Midfielder",4,3,"1.00","1.33"
"55",462,"Shaqiri","Xherdan","Liverpool","Midfielder",4.8,3.6,"1.20","1.33"
"56",132,"Loftus-Cheek","Ruben","Chelsea","Midfielder",3.4,2.6,"1.13","1.31"
"57",221,"Barbosa Pereira","Ricardo Domingos","Leicester","Defender",4.2,3.2,"2.10","1.31"
"58",353,"Alderweireld","Toby","Spurs","Defender",3.4,2.6,"1.70","1.31"
"59",2,"Leno","Bernd","Arsenal","Goalkeeper",3.6,2.8,"1.80","1.29"
"60",293,"Young","Ashley","Man Utd","Defender",3.6,2.8,"0.72","1.29"
"61",301,"Martial","Anthony","Man Utd","Midfielder",3.6,2.8,"0.72","1.29"
"62",502,"Pérez","Lucas","West Ham","Forward",2.8,2.2,"1.40","1.27"
"63",90,"Morrison","Sean","Cardiff","Defender",4,3.2,"1.33","1.25"
"64",195,"Jorgensen","Mathias","Huddersfield","Defender",3,2.4,"1.50","1.25"
"65",201,"Hogg","Jonathan","Huddersfield","Midfielder",3,2.4,"1.50","1.25"
"66",206,"Pritchard","Alex","Huddersfield","Midfielder",3,2.4,"1.50","1.25"
"67",461,"Durm","Erik","Huddersfield","Defender",3,2.4,"1.50","1.25"
"68",213,"Schmeichel","Kasper","Leicester","Goalkeeper",4,3.2,"2.00","1.25"
"69",135,"Hennessey","Wayne","Crystal Palace","Goalkeeper",4.2,3.4,"1.40","1.24"
"70",125,"Rodríguez Ledesma","Pedro","Chelsea","Midfielder",3.2,2.6,"1.07","1.23"
"71",184,"Sessegnon","Ryan","Fulham","Midfielder",3.2,2.6,"1.60","1.23"
"72",356,"Davies","Ben","Spurs","Defender",3.2,2.6,"1.60","1.23"
"73",360,"Aurier","Serge","Spurs","Defender",3.2,2.6,"1.60","1.23"
"74",445,"Foster","Ben","Watford","Goalkeeper",3.4,2.8,"1.70","1.21"
"75",88,"Etheridge","Neil","Cardiff","Goalkeeper",3.8,3.2,"1.27","1.19"
"76",102,"Gunnarsson","Aron","Cardiff","Midfielder",3.8,3.2,"1.27","1.19"
"77",58,"March","Solomon","Brighton","Midfielder",4,3.4,"1.00","1.18"
"78",415,"Antonio","Michail","West Ham","Midfielder",2.6,2.2,"1.30","1.18"
"79",192,"Schindler","Christopher","Huddersfield","Defender",2.8,2.4,"1.40","1.17"
"80",189,"Kamara","Aboubakar","Fulham","Forward",3,2.6,"1.50","1.15"
"81",370,"Rodrigues Moura da Silva","Lucas","Spurs","Midfielder",3,2.6,"1.50","1.15"
"82",7,"Mustafi","Shkodran","Arsenal","Defender",3.2,2.8,"1.60","1.14"
"83",70,"Mee","Ben","Burnley","Defender",3.4,3,"0.85","1.13"
"84",62,"Murray","Glenn","Brighton","Forward",3.8,3.4,"0.95","1.12"
"85",154,"Pickford","Jordan","Everton","Goalkeeper",3.8,3.4,"0.76","1.12"
"86",233,"Maddison","James","Leicester","Midfielder",3.6,3.2,"1.80","1.12"
"87",234,"Vardy","Jamie","Leicester","Forward",3.6,3.2,"1.80","1.12"
"88",191,"Lössl","Jonas","Huddersfield","Goalkeeper",2.6,2.4,"1.30","1.08"
"89",74,"Taylor","Charlie","Burnley","Defender",3.2,3,"0.80","1.07"
"90",297,"Mata","Juan","Man Utd","Midfielder",3,2.8,"0.60","1.07"
"91",391,"Pereyra","Roberto","Watford","Midfielder",3,2.8,"1.50","1.07"
"92",48,"Dunk","Lewis","Brighton","Defender",3.6,3.4,"0.90","1.06"
"93",150,"Milivojevic","Luka","Crystal Palace","Midfielder",3.6,3.4,"1.20","1.06"
"94",162,"Keane","Michael","Everton","Defender",3.6,3.4,"0.72","1.06"
"95",172,"Sigurdsson","Gylfi","Everton","Midfielder",3.6,3.4,"0.72","1.06"
"96",219,"Chilwell","Benjamin","Leicester","Defender",3.4,3.2,"1.70","1.06"
"97",22,"Lacazette","Alexandre","Arsenal","Forward",2.8,2.8,"1.40","1.00"
"98",66,"Andone","Florin","Brighton","Forward",3.4,3.4,"0.85","1.00"
"99",72,"Tarkowski","James","Burnley","Defender",3,3,"0.75","1.00"
"100",142,"van Aanholt","Patrick","Crystal Palace","Defender",3.4,3.4,"1.13","1.00"
"101",506,"Mina","Yerry","Everton","Defender",3.4,3.4,"0.68","1.00"
"102",509,"Rico","Sergio","Fulham","Goalkeeper",2.6,2.6,"1.30","1.00"
"103",215,"Morgan","Wes","Leicester","Defender",3.2,3.2,"1.60","1.00"
"104",260,"Santana de Moraes","Ederson","Man City","Goalkeeper",2.8,2.8,"0.93","1.00"
"105",282,"De Gea","David","Man Utd","Goalkeeper",2.8,2.8,"0.56","1.00"
"106",326,"Pérez","Ayoze","Newcastle","Forward",3.2,3.2,"1.60","1.00"
"107",361,"Dier","Eric","Spurs","Midfielder",2.6,2.6,"1.30","1.00"
"108",406,"Rice","Declan","West Ham","Defender",2.2,2.2,"1.10","1.00"
"109",143,"Sakho","Mamadou","Crystal Palace","Defender",3.2,3.4,"1.07","0.94"
"110",145,"Wan-Bissaka","Aaron","Crystal Palace","Defender",3.2,3.4,"1.07","0.94"
"111",222,"Evans","Jonny","Leicester","Defender",3,3.2,"1.50","0.94"
"112",14,"Ramsey","Aaron","Arsenal","Midfielder",2.6,2.8,"1.30","0.93"
"113",18,"Mkhitaryan","Henrikh","Arsenal","Midfielder",2.6,2.8,"1.30","0.93"
"114",434,"Cavaleiro","Ivan","Wolves","Midfielder",2.8,3,"0.93","0.93"
"115",197,"Hadergjonaj","Florent","Huddersfield","Defender",2.2,2.4,"1.10","0.92"
"116",409,"Diop","Issa","West Ham","Defender",2,2.2,"1.00","0.91"
"117",251,"Mané","Sadio","Liverpool","Midfielder",3.2,3.6,"0.80","0.89"
"118",138,"Tomkins","James","Crystal Palace","Defender",3,3.4,"1.00","0.88"
"119",157,"Coleman","Seamus","Everton","Defender",3,3.4,"0.60","0.88"
"120",164,"Walcott","Theo","Everton","Midfielder",3,3.4,"0.60","0.88"
"121",349,"Gabbiadini","Manolo","Southampton","Forward",3,3.4,"0.75","0.88"
"122",106,"Murphy","Josh","Cardiff","Midfielder",2.8,3.2,"0.93","0.87"
"123",268,"Laporte","Aymeric","Man City","Defender",2.4,2.8,"0.80","0.86"
"124",281,"de Jesus","Gabriel Fernando","Man City","Forward",2.4,2.8,"0.80","0.86"
"125",499,"Kovacic","Mateo","Chelsea","Midfielder",2.2,2.6,"0.73","0.85"
"126",478,"Schürrle","André","Fulham","Midfielder",2.2,2.6,"1.10","0.85"
"127",369,"Sissoko","Moussa","Spurs","Midfielder",2.2,2.6,"1.10","0.85"
"128",254,"Milner","James","Liverpool","Midfielder",3,3.6,"0.75","0.83"
"129",412,"Kouyaté","Cheikhou","Crystal Palace","Midfielder",2.8,3.4,"0.93","0.82"
"130",486,"Meyer","Max","Crystal Palace","Midfielder",2.8,3.4,"0.93","0.82"
"131",508,"Tavares Gomes","André Filipe","Everton","Midfielder",2.8,3.4,"0.56","0.82"
"132",410,"Masuaku","Arthur","West Ham","Midfielder",1.8,2.2,"0.90","0.82"
"133",417,"Arnautovic","Marko","West Ham","Forward",1.8,2.2,"0.90","0.82"
"134",464,"Balbuena","Fabián","West Ham","Defender",1.8,2.2,"0.90","0.82"
"135",45,"King","Joshua","Bournemouth","Forward",2.6,3.2,"0.87","0.81"
"136",92,"Ecuele Manga","Bruno","Cardiff","Defender",2.6,3.2,"0.87","0.81"
"137",99,"Hoilett","David Junior","Cardiff","Midfielder",2.6,3.2,"0.87","0.81"
"138",84,"Vokes","Sam","Burnley","Forward",2.4,3,"0.60","0.80"
"139",265,"Walker","Kyle","Man City","Defender",2.2,2.8,"0.73","0.79"
"140",272,"Luiz Rosa","Fernando","Man City","Midfielder",2.2,2.8,"0.73","0.79"
"141",300,"Lingard","Jesse","Man Utd","Midfielder",2.2,2.8,"0.44","0.79"
"142",378,"Holebas","José","Watford","Defender",2.2,2.8,"1.10","0.79"
"143",124,"Borges Da Silva","Willian","Chelsea","Midfielder",2,2.6,"0.67","0.77"
"144",328,"McCarthy","Alex","Southampton","Goalkeeper",2.6,3.4,"0.65","0.76"
"145",332,"Soares","Cédric","Southampton","Defender",2.6,3.4,"0.65","0.76"
"146",42,"Brooks","David","Bournemouth","Midfielder",2.4,3.2,"0.80","0.75"
"147",311,"Clark","Ciaran","Newcastle","Defender",2.4,3.2,"1.20","0.75"
"148",516,"Fernández","Federico","Newcastle","Defender",2.4,3.2,"1.20","0.75"
"149",405,"Zabaleta","Pablo","West Ham","Defender",1.6,2.2,"0.80","0.73"
"150",435,"Costa","Hélder","Wolves","Midfielder",2.2,3,"0.73","0.73"
"151",4,"Bellerín","Héctor","Arsenal","Defender",2,2.8,"1.00","0.71"
"152",17,"Xhaka","Granit","Arsenal","Midfielder",2,2.8,"1.00","0.71"
"153",47,"Ryan","Mathew","Brighton","Goalkeeper",2.4,3.4,"0.60","0.71"
"154",168,"Gueye","Idrissa","Everton","Midfielder",2.4,3.4,"0.48","0.71"
"155",269,"Delph","Fabian","Man City","Defender",2,2.8,"0.67","0.71"
"156",296,"Matic","Nemanja","Man Utd","Midfielder",2,2.8,"0.40","0.71"
"157",527,"Mendy","Nampalys","Leicester","Midfielder",2.2,3.2,"1.10","0.69"
"158",309,"Dubravka","Martin","Newcastle","Goalkeeper",2.2,3.2,"1.10","0.69"
"159",458,"Nunes do Nascimento","Robert Kenedy","Newcastle","Midfielder",2.2,3.2,"1.10","0.69"
"160",76,"Gudmundsson","Johann Berg","Burnley","Midfielder",2,3,"0.50","0.67"
"161",85,"Barnes","Ashley","Burnley","Forward",2,3,"0.50","0.67"
"162",87,"Wood","Chris","Burnley","Forward",2,3,"0.50","0.67"
"163",202,"Billing","Philip","Huddersfield","Midfielder",1.6,2.4,"0.80","0.67"
"164",252,"Wijnaldum","Georginio","Liverpool","Midfielder",2.4,3.6,"0.60","0.67"
"165",454,"dos Santos Patrício","Rui Pedro","Wolves","Goalkeeper",2,3,"0.67","0.67"
"166",55,"Knockaert","Anthony","Brighton","Midfielder",2.2,3.4,"0.55","0.65"
"167",507,"Anício Caldeira Duarte","Bernard","Everton","Midfielder",2.2,3.4,"0.44","0.65"
"168",344,"Lemina","Mario","Southampton","Midfielder",2.2,3.4,"0.55","0.65"
"169",12,"Papastathopoulos","Sokratis","Arsenal","Defender",1.8,2.8,"0.90","0.64"
"170",264,"Otamendi","Nicolás","Man City","Defender",1.8,2.8,"0.60","0.64"
"171",280,"Agüero","Sergio","Man City","Forward",1.8,2.8,"0.60","0.64"
"172",284,"Smalling","Chris","Man Utd","Defender",1.8,2.8,"0.36","0.64"
"173",289,"Darmian","Matteo","Man Utd","Defender",1.8,2.8,"0.36","0.64"
"174",494,"Lerma","Jefferson","Bournemouth","Midfielder",2,3.2,"0.67","0.62"
"175",504,"Camarasa","Víctor","Cardiff","Midfielder",2,3.2,"0.67","0.62"
"176",133,"Giroud","Olivier","Chelsea","Forward",1.6,2.6,"0.53","0.62"
"177",459,"Frello Filho","Jorge Luiz","Chelsea","Midfielder",1.6,2.6,"0.53","0.62"
"178",182,"Cairney","Tom","Fulham","Midfielder",1.6,2.6,"0.80","0.62"
"179",455,"Le Marchand","Maxime","Fulham","Defender",1.6,2.6,"0.80","0.62"
"180",456,"Seri","Jean Michael","Fulham","Midfielder",1.6,2.6,"0.80","0.62"
"181",224,"Albrighton","Marc","Leicester","Midfielder",2,3.2,"1.00","0.62"
"182",227,"Ndidi","Wilfred","Leicester","Midfielder",2,3.2,"1.00","0.62"
"183",324,"Ki","Sung-yueng","Newcastle","Midfielder",2,3.2,"1.00","0.62"
"184",242,"Gomez","Joseph","Liverpool","Defender",2.2,3.6,"0.55","0.61"
"185",543,"Origi","Divock","Liverpool","Forward",2.2,3.6,"0.55","0.61"
"186",79,"Brady","Robbie","Burnley","Midfielder",1.8,3,"0.45","0.60"
"187",448,"Gibbs-White","Morgan","Wolves","Midfielder",1.8,3,"0.60","0.60"
"188",49,"Duffy","Shane","Brighton","Defender",2,3.4,"0.50","0.59"
"189",141,"Schlupp","Jeffrey","Crystal Palace","Defender",2,3.4,"0.67","0.59"
"190",343,"Redmond","Nathan","Southampton","Midfielder",2,3.4,"0.50","0.59"
"191",348,"Austin","Charlie","Southampton","Forward",2,3.4,"0.50","0.59"
"192",263,"Kompany","Vincent","Man City","Defender",1.6,2.8,"0.53","0.57"
"193",292,"Lindelöf","Victor","Man Utd","Defender",1.6,2.8,"0.32","0.57"
"194",394,"Deulofeu","Gerard","Watford","Midfielder",1.6,2.8,"0.80","0.57"
"195",396,"Deeney","Troy","Watford","Forward",1.6,2.8,"0.80","0.57"
"196",524,"Success Ajayi","Isaac","Watford","Forward",1.6,2.8,"0.80","0.57"
"197",24,"Begovic","Asmir","Bournemouth","Goalkeeper",1.8,3.2,"0.60","0.56"
"198",33,"Arter","Harry","Cardiff","Midfielder",1.8,3.2,"0.60","0.56"
"199",535,"Harris","Kadeem","Cardiff","Midfielder",1.8,3.2,"0.60","0.56"
"200",225,"Gray","Demarai","Leicester","Midfielder",1.8,3.2,"0.90","0.56"
"201",319,"Diamé","Mohamed","Newcastle","Midfielder",1.8,3.2,"0.90","0.56"
"202",411,"Noble","Mark","West Ham","Midfielder",1.2,2.2,"0.60","0.55"
"203",413,"Obiang","Pedro","West Ham","Midfielder",1.2,2.2,"0.60","0.55"
"204",357,"Trippier","Kieran","Spurs","Defender",1.4,2.6,"0.70","0.54"
"205",368,"Winks","Harry","Spurs","Midfielder",1.4,2.6,"0.70","0.54"
"206",54,"Balogun","Leon","Brighton","Defender",1.8,3.4,"0.45","0.53"
"207",61,"Izquierdo Mena","José Heriberto","Brighton","Midfielder",1.8,3.4,"0.45","0.53"
"208",69,"Lowton","Matthew","Burnley","Defender",1.6,3,"0.40","0.53"
"209",73,"Long","Kevin","Burnley","Defender",1.6,3,"0.40","0.53"
"210",83,"Lennon","Aaron","Burnley","Midfielder",1.6,3,"0.40","0.53"
"211",151,"Zaha","Wilfried","Crystal Palace","Forward",1.8,3.4,"0.60","0.53"
"212",423,"Boly","Willy","Wolves","Defender",1.6,3,"0.53","0.53"
"213",15,"Iwobi","Alex","Arsenal","Midfielder",1.4,2.8,"0.70","0.50"
"214",451,"Guendouzi","Matteo","Arsenal","Midfielder",1.4,2.8,"0.70","0.50"
"215",194,"Smith","Tommy","Huddersfield","Defender",1.2,2.4,"0.60","0.50"
"216",210,"Depoitre","Laurent","Huddersfield","Forward",1.2,2.4,"0.60","0.50"
"217",235,"Okazaki","Shinji","Leicester","Forward",1.6,3.2,"0.80","0.50"
"218",236,"Iheanacho","Kelechi","Leicester","Forward",1.6,3.2,"0.80","0.50"
"219",243,"Matip","Joel","Liverpool","Defender",1.8,3.6,"0.45","0.50"
"220",317,"Ritchie","Matt","Newcastle","Midfielder",1.6,3.2,"0.80","0.50"
"221",60,"Pröpper","Davy","Brighton","Midfielder",1.6,3.4,"0.40","0.47"
"222",337,"Davis","Steven","Southampton","Midfielder",1.6,3.4,"0.40","0.47"
"223",433,"da Silva Neves","Rúben Diogo","Wolves","Midfielder",1.4,3,"0.47","0.47"
"224",475,"Santos Moutinho","João Filipe Iria","Wolves","Midfielder",1.4,3,"0.47","0.47"
"225",26,"Francis","Simon","Bournemouth","Defender",1.4,3.2,"0.47","0.44"
"226",255,"Tavares","Fabio Henrique","Liverpool","Midfielder",1.6,3.6,"0.40","0.44"
