"","id","second_name","first_name","team_name","position","mean_points_last_5","difficulty_next_5","t_score_cpt","t_score"
"1",580,"Mepham","Chris","Bournemouth","Defender",NA,3.6,"NA","NA"
"2",579,"Higuaín","Gonzalo","Chelsea","Forward",NA,3.2,"NA","NA"
"3",302,"Pogba","Paul","Man Utd","Midfielder",9.8,2.6,"4.90","3.77"
"4",253,"Salah","Mohamed","Liverpool","Midfielder",10.4,3,"3.47","3.47"
"5",305,"Rashford","Marcus","Man Utd","Forward",8,2.6,"4.00","3.08"
"6",88,"Etheridge","Neil","Cardiff","Goalkeeper",7.6,2.8,"1.90","2.71"
"7",257,"Firmino","Roberto","Liverpool","Forward",7.4,3,"2.47","2.47"
"8",367,"Son","Heung-Min","Spurs","Midfielder",6.6,2.8,"2.20","2.36"
"9",484,"Digne","Lucas","Everton","Defender",6.2,2.8,"3.10","2.21"
"10",364,"Eriksen","Christian","Spurs","Midfielder",6.2,2.8,"2.07","2.21"
"11",275,"Sané","Leroy","Man City","Midfielder",6.6,3.2,"3.30","2.06"
"12",282,"De Gea","David","Man Utd","Goalkeeper",5,2.6,"2.50","1.92"
"13",172,"Sigurdsson","Gylfi","Everton","Midfielder",5.2,2.8,"2.60","1.86"
"14",372,"Kane","Harry","Spurs","Forward",5.2,2.8,"1.73","1.86"
"15",338,"Ward-Prowse","James","Southampton","Midfielder",4.4,2.4,"2.20","1.83"
"16",270,"Sterling","Raheem","Man City","Midfielder",5.8,3.2,"2.90","1.81"
"17",22,"Lacazette","Alexandre","Arsenal","Forward",4.6,2.6,"2.30","1.77"
"18",23,"Aubameyang","Pierre-Emerick","Arsenal","Forward",4.6,2.6,"2.30","1.77"
"19",116,"Luiz Moreira Marinho","David","Chelsea","Defender",5.6,3.2,"1.87","1.75"
"20",122,"Hazard","Eden","Chelsea","Midfielder",5.6,3.2,"1.87","1.75"
"21",247,"Robertson","Andrew","Liverpool","Defender",5.2,3,"1.73","1.73"
"22",65,"Locadia","Jürgen","Brighton","Forward",4.8,2.8,"2.40","1.71"
"23",526,"Zouma","Kurt","Everton","Defender",4.8,2.8,"2.40","1.71"
"24",3,"Koscielny","Laurent","Arsenal","Defender",4.4,2.6,"2.20","1.69"
"25",475,"Santos Moutinho","João Filipe Iria","Wolves","Midfielder",4.4,2.6,"1.47","1.69"
"26",142,"van Aanholt","Patrick","Crystal Palace","Defender",4.6,2.8,"2.30","1.64"
"27",59,"Groß","Pascal","Brighton","Midfielder",4.4,2.8,"2.20","1.57"
"28",351,"Lloris","Hugo","Spurs","Goalkeeper",4.4,2.8,"1.47","1.57"
"29",266,"da Silva","Danilo Luiz","Man City","Defender",5,3.2,"2.50","1.56"
"30",432,"Jota","Diogo","Wolves","Midfielder",4,2.6,"1.33","1.54"
"31",80,"Westwood","Ashley","Burnley","Midfielder",4.6,3,"1.15","1.53"
"32",91,"Bamba","Sol","Cardiff","Defender",4.2,2.8,"1.05","1.50"
"33",92,"Ecuele Manga","Bruno","Cardiff","Defender",4.2,2.8,"1.05","1.50"
"34",138,"Tomkins","James","Crystal Palace","Defender",4.2,2.8,"2.10","1.50"
"35",191,"Lössl","Jonas","Huddersfield","Goalkeeper",4.8,3.2,"1.60","1.50"
"36",276,"Veiga de Carvalho e Silva","Bernardo Mota","Man City","Midfielder",4.8,3.2,"2.40","1.50"
"37",465,"Pereira Gomes","Felipe Anderson","West Ham","Midfielder",4.8,3.2,"1.60","1.50"
"38",251,"Mané","Sadio","Liverpool","Midfielder",4.4,3,"1.47","1.47"
"39",12,"Papastathopoulos","Sokratis","Arsenal","Defender",3.8,2.6,"1.90","1.46"
"40",292,"Lindelöf","Victor","Man Utd","Defender",3.8,2.6,"1.90","1.46"
"41",296,"Matic","Nemanja","Man Utd","Midfielder",3.8,2.6,"1.90","1.46"
"42",221,"Barbosa Pereira","Ricardo Domingos","Leicester","Defender",5.2,3.6,"1.04","1.44"
"43",145,"Wan-Bissaka","Aaron","Crystal Palace","Defender",4,2.8,"2.00","1.43"
"44",184,"Sessegnon","Ryan","Fulham","Midfielder",3.6,2.6,"1.80","1.38"
"45",285,"Jones","Phil","Man Utd","Defender",3.6,2.6,"1.80","1.38"
"46",482,"Schär","Fabian","Newcastle","Defender",4.4,3.2,"1.10","1.38"
"47",437,"Jiménez","Raúl","Wolves","Forward",3.6,2.6,"1.20","1.38"
"48",49,"Duffy","Shane","Brighton","Defender",3.8,2.8,"1.90","1.36"
"49",137,"Guaita","Vicente","Crystal Palace","Goalkeeper",3.8,2.8,"1.90","1.36"
"50",368,"Winks","Harry","Spurs","Midfielder",3.8,2.8,"1.27","1.36"
"51",67,"Heaton","Tom","Burnley","Goalkeeper",4,3,"1.00","1.33"
"52",239,"Lovren","Dejan","Liverpool","Defender",4,3,"1.33","1.33"
"53",245,"Alexander-Arnold","Trent","Liverpool","Defender",4,3,"1.33","1.33"
"54",246,"van Dijk","Virgil","Liverpool","Defender",4,3,"1.33","1.33"
"55",17,"Xhaka","Granit","Arsenal","Midfielder",3.4,2.6,"1.70","1.31"
"56",509,"Rico","Sergio","Fulham","Goalkeeper",3.4,2.6,"1.70","1.31"
"57",280,"Agüero","Sergio","Man City","Forward",4.2,3.2,"2.10","1.31"
"58",286,"Shaw","Luke","Man Utd","Defender",3.4,2.6,"1.70","1.31"
"59",426,"Saïss","Romain","Wolves","Defender",3.4,2.6,"1.13","1.31"
"60",56,"Stephens","Dale","Brighton","Midfielder",3.6,2.8,"1.80","1.29"
"61",90,"Morrison","Sean","Cardiff","Defender",3.6,2.8,"0.90","1.29"
"62",143,"Sakho","Mamadou","Crystal Palace","Defender",3.6,2.8,"1.80","1.29"
"63",150,"Milivojevic","Luka","Crystal Palace","Midfielder",3.6,2.8,"1.80","1.29"
"64",154,"Pickford","Jordan","Everton","Goalkeeper",3.6,2.8,"1.80","1.29"
"65",358,"Walker-Peters","Kyle","Spurs","Defender",3.6,2.8,"1.20","1.29"
"66",87,"Wood","Chris","Burnley","Forward",3.8,3,"0.95","1.27"
"67",534,"McNeil","Dwight","Burnley","Midfielder",3.8,3,"0.95","1.27"
"68",343,"Redmond","Nathan","Southampton","Midfielder",3,2.4,"1.50","1.25"
"69",347,"Long","Shane","Southampton","Forward",3,2.4,"1.50","1.25"
"70",406,"Rice","Declan","West Ham","Defender",4,3.2,"1.33","1.25"
"71",478,"Schürrle","André","Fulham","Midfielder",3.2,2.6,"1.60","1.23"
"72",396,"Deeney","Troy","Watford","Forward",4.4,3.6,"0.88","1.22"
"73",504,"Camarasa","Víctor","Cardiff","Midfielder",3.4,2.8,"0.85","1.21"
"74",149,"Townsend","Andros","Crystal Palace","Midfielder",3.4,2.8,"1.70","1.21"
"75",72,"Tarkowski","James","Burnley","Defender",3.6,3,"0.90","1.20"
"76",126,"Kanté","N'Golo","Chelsea","Midfielder",3.8,3.2,"1.27","1.19"
"77",498,"Arrizabalaga","Kepa","Chelsea","Goalkeeper",3.8,3.2,"1.27","1.19"
"78",260,"Santana de Moraes","Ederson","Man City","Goalkeeper",3.8,3.2,"1.90","1.19"
"79",317,"Ritchie","Matt","Newcastle","Midfielder",3.8,3.2,"0.95","1.19"
"80",31,"Aké","Nathan","Bournemouth","Defender",4.2,3.6,"1.05","1.17"
"81",234,"Vardy","Jamie","Leicester","Forward",4.2,3.6,"0.84","1.17"
"82",8,"Kolasinac","Sead","Arsenal","Defender",3,2.6,"1.50","1.15"
"83",15,"Iwobi","Alex","Arsenal","Midfielder",3,2.6,"1.50","1.15"
"84",299,"Herrera","Ander","Man Utd","Midfielder",3,2.6,"1.50","1.15"
"85",151,"Zaha","Wilfried","Crystal Palace","Forward",3.2,2.8,"1.60","1.14"
"86",507,"Anício Caldeira Duarte","Bernard","Everton","Midfielder",3.2,2.8,"1.60","1.14"
"87",353,"Alderweireld","Toby","Spurs","Defender",3.2,2.8,"1.07","1.14"
"88",365,"Alli","Bamidele","Spurs","Midfielder",3.2,2.8,"1.07","1.14"
"89",78,"Hendrick","Jeff","Burnley","Midfielder",3.4,3,"0.85","1.13"
"90",85,"Barnes","Ashley","Burnley","Forward",3.4,3,"0.85","1.13"
"91",115,"Alonso","Marcos","Chelsea","Defender",3.6,3.2,"1.20","1.12"
"92",400,"Fabianski","Lukasz","West Ham","Goalkeeper",3.6,3.2,"1.20","1.12"
"93",415,"Antonio","Michail","West Ham","Midfielder",3.6,3.2,"1.20","1.12"
"94",40,"Fraser","Ryan","Bournemouth","Midfielder",4,3.6,"1.00","1.11"
"95",2,"Leno","Bernd","Arsenal","Goalkeeper",2.8,2.6,"1.40","1.08"
"96",20,"Maitland-Niles","Ainsley","Arsenal","Midfielder",2.8,2.6,"1.40","1.08"
"97",480,"Mitrovic","Aleksandar","Fulham","Forward",2.8,2.6,"1.40","1.08"
"98",179,"Button","David","Brighton","Goalkeeper",3,2.8,"1.50","1.07"
"99",74,"Taylor","Charlie","Burnley","Defender",3.2,3,"0.80","1.07"
"100",468,"Ramses Becker","Alisson","Liverpool","Goalkeeper",3.2,3,"1.07","1.07"
"101",43,"Wilson","Callum","Bournemouth","Forward",3.8,3.6,"0.95","1.06"
"102",113,"Azpilicueta","César","Chelsea","Defender",3.4,3.2,"1.13","1.06"
"103",118,"Rüdiger","Antonio","Chelsea","Defender",3.4,3.2,"1.13","1.06"
"104",195,"Jorgensen","Mathias","Huddersfield","Defender",3.4,3.2,"1.13","1.06"
"105",211,"Mounie","Steve","Huddersfield","Forward",3.4,3.2,"1.13","1.06"
"106",271,"Silva","David","Man City","Midfielder",3.4,3.2,"1.70","1.06"
"107",493,"Rondón","Salomón","Newcastle","Forward",3.4,3.2,"0.85","1.06"
"108",417,"Arnautovic","Marko","West Ham","Forward",3.4,3.2,"1.13","1.06"
"109",14,"Ramsey","Aaron","Arsenal","Midfielder",2.6,2.6,"1.30","1.00"
"110",60,"Pröpper","Davy","Brighton","Midfielder",2.8,2.8,"1.40","1.00"
"111",124,"Borges Da Silva","Willian","Chelsea","Midfielder",3.2,3.2,"1.07","1.00"
"112",175,"Calvert-Lewin","Dominic","Everton","Forward",2.8,2.8,"1.40","1.00"
"113",462,"Shaqiri","Xherdan","Liverpool","Midfielder",3,3,"1.00","1.00"
"114",265,"Walker","Kyle","Man City","Defender",3.2,3.2,"1.60","1.00"
"115",268,"Laporte","Aymeric","Man City","Defender",3.2,3.2,"1.60","1.00"
"116",300,"Lingard","Jesse","Man Utd","Midfielder",2.6,2.6,"1.30","1.00"
"117",301,"Martial","Anthony","Man Utd","Midfielder",2.6,2.6,"1.30","1.00"
"118",378,"Holebas","José","Watford","Defender",3.6,3.6,"0.72","1.00"
"119",445,"Foster","Ben","Watford","Goalkeeper",3.6,3.6,"0.72","1.00"
"120",42,"Brooks","David","Bournemouth","Midfielder",3.4,3.6,"0.85","0.94"
"121",323,"Hayden","Isaac","Newcastle","Midfielder",3,3.2,"0.75","0.94"
"122",391,"Pereyra","Roberto","Watford","Midfielder",3.4,3.6,"0.68","0.94"
"123",70,"Mee","Ben","Burnley","Defender",2.8,3,"0.70","0.93"
"124",393,"de Andrade","Richarlison","Everton","Midfielder",2.6,2.8,"1.30","0.93"
"125",255,"Tavares","Fabio Henrique","Liverpool","Midfielder",2.8,3,"0.93","0.93"
"126",354,"Rose","Danny","Spurs","Defender",2.6,2.8,"0.87","0.93"
"127",4,"Bellerín","Héctor","Arsenal","Defender",2.4,2.6,"1.20","0.92"
"128",181,"Odoi","Denis","Fulham","Defender",2.4,2.6,"1.20","0.92"
"129",306,"Lukaku","Romelu","Man Utd","Forward",2.4,2.6,"1.20","0.92"
"130",452,"Gunn","Angus","Southampton","Goalkeeper",2.2,2.4,"1.10","0.92"
"131",463,"Vestergaard","Jannik","Southampton","Defender",2.2,2.4,"1.10","0.92"
"132",227,"Ndidi","Wilfred","Leicester","Midfielder",3.2,3.6,"0.64","0.89"
"133",75,"Bardsley","Phil","Burnley","Defender",2.6,3,"0.65","0.87"
"134",281,"de Jesus","Gabriel Fernando","Man City","Forward",2.8,3.2,"1.40","0.87"
"135",309,"Dubravka","Martin","Newcastle","Goalkeeper",2.8,3.2,"0.70","0.87"
"136",312,"Lascelles","Jamaal","Newcastle","Defender",2.8,3.2,"0.70","0.87"
"137",503,"Montoya","Martín","Brighton","Defender",2.4,2.8,"1.20","0.86"
"138",94,"Bennett","Joe","Cardiff","Defender",2.4,2.8,"0.60","0.86"
"139",147,"McArthur","James","Crystal Palace","Midfielder",2.4,2.8,"1.20","0.86"
"140",412,"Kouyaté","Cheikhou","Crystal Palace","Midfielder",2.4,2.8,"1.20","0.86"
"141",162,"Keane","Michael","Everton","Defender",2.4,2.8,"1.20","0.86"
"142",370,"Rodrigues Moura da Silva","Lucas","Spurs","Midfielder",2.4,2.8,"0.80","0.86"
"143",180,"Ream","Tim","Fulham","Defender",2.2,2.6,"1.10","0.85"
"144",427,"Bennett","Ryan","Wolves","Defender",2.2,2.6,"0.73","0.85"
"145",433,"da Silva Neves","Rúben Diogo","Wolves","Midfielder",2.2,2.6,"0.73","0.85"
"146",454,"dos Santos Patrício","Rui Pedro","Wolves","Goalkeeper",2.2,2.6,"0.73","0.85"
"147",45,"King","Joshua","Bournemouth","Forward",3,3.6,"0.75","0.83"
"148",571,"Barnes","Harvey","Leicester","Midfielder",3,3.6,"0.60","0.83"
"149",569,"Nasri","Samir","West Ham","Midfielder",2.66666666666667,3.2,"0.89","0.83"
"150",326,"Pérez","Ayoze","Newcastle","Forward",2.6,3.2,"0.65","0.81"
"151",82,"Cork","Jack","Burnley","Midfielder",2.4,3,"0.60","0.80"
"152",505,"Ayew","Jordan","Crystal Palace","Forward",2.2,2.8,"1.10","0.79"
"153",157,"Coleman","Seamus","Everton","Defender",2.2,2.8,"1.10","0.79"
"154",357,"Trippier","Kieran","Spurs","Defender",2.2,2.8,"0.73","0.79"
"155",382,"Mariappa","Adrian","Watford","Defender",2.8,3.6,"0.56","0.78"
"156",446,"Sema","Ken","Watford","Midfielder",2.8,3.6,"0.56","0.78"
"157",451,"Guendouzi","Matteo","Arsenal","Midfielder",2,2.6,"1.00","0.77"
"158",456,"Seri","Jean Michael","Fulham","Midfielder",2,2.6,"1.00","0.77"
"159",293,"Young","Ashley","Man Utd","Defender",2,2.6,"1.00","0.77"
"160",425,"Doherty","Matt","Wolves","Defender",2,2.6,"0.67","0.77"
"161",435,"Costa","Hélder","Wolves","Midfielder",2,2.6,"0.67","0.77"
"162",125,"Rodríguez Ledesma","Pedro","Chelsea","Midfielder",2.4,3.2,"0.80","0.75"
"163",197,"Hadergjonaj","Florent","Huddersfield","Defender",2.4,3.2,"0.80","0.75"
"164",328,"McCarthy","Alex","Southampton","Goalkeeper",1.8,2.4,"0.90","0.75"
"165",335,"Bednarek","Jan","Southampton","Defender",1.8,2.4,"0.90","0.75"
"166",339,"Romeu Vidal","Oriol","Southampton","Midfielder",1.8,2.4,"0.90","0.75"
"167",409,"Diop","Issa","West Ham","Defender",2.4,3.2,"0.80","0.75"
"168",249,"Henderson","Jordan","Liverpool","Midfielder",2.2,3,"0.73","0.73"
"169",213,"Schmeichel","Kasper","Leicester","Goalkeeper",2.6,3.6,"0.52","0.72"
"170",224,"Albrighton","Marc","Leicester","Midfielder",2.6,3.6,"0.52","0.72"
"171",225,"Gray","Demarai","Leicester","Midfielder",2.6,3.6,"0.52","0.72"
"172",394,"Deulofeu","Gerard","Watford","Midfielder",2.6,3.6,"0.52","0.72"
"173",48,"Dunk","Lewis","Brighton","Defender",2,2.8,"1.00","0.71"
"174",99,"Hoilett","David Junior","Cardiff","Midfielder",2,2.8,"0.50","0.71"
"175",101,"Paterson","Callum","Cardiff","Midfielder",2,2.8,"0.50","0.71"
"176",486,"Meyer","Max","Crystal Palace","Midfielder",2,2.8,"1.00","0.71"
"177",506,"Mina","Yerry","Everton","Defender",2,2.8,"1.00","0.71"
